@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute MAX_SNR numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_is_rate_trig_binary numeric
@attribute bat_trigger_dur numeric
@attribute uvot_detection_binary numeric
@attribute PROB_Z_GT_4 numeric
@attribute triggerid_str {'106709','111063','111529','111622','114753','117504','130088','148225','148646','148833','150314','151207','152113','153514','154112','156467','163136','163170','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','284856','285654','286809','287364','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','349510','350184','350311','352190','352648','353540','355083','357512','359530','359711','359951','370791','370846','373172','373458','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@data
3.221,-1.8763,?,1.8464e-06,1.082e-05,23.5,295.55,9.05,179,1,0.512,1,0.181242,'211957',0.171974924160168,0.0209875560831279,0.658188655041158,0.200846049701795,0.642730735475197,0.951411814894527,0.0298851365223527,0.930795332416892,0.470863692229614,0.361816331511363,0.793030131608248,0.887744990643114,0.298380478518084,0.833108637947589,0.405673389090225,0.262574761640280,0.711392037803307,0.472695542965084,0.953037004219368,0.0147902823518962,0.179366559023038,0.821856287308037,0.0185840080957860,0.916847226209939,0.641483150422573,0.855898945592344,0.605013231979683,0.600929110310972,0.850811424897984,0.278422532370314,0.331491609802470,0.603364257607609
2.6147,-1.1652,286.555,8.6884e-06,9.562e-05,41.4,239.68,8.38,234,1,1.024,1,0.0893744,'151207',0.275630071759224,0.64813168416731,0.495558569673449,0.857105109607801,0.625426000449806,0.764756737742573,0.675102292792872,0.175596031825989,0.519306890433654,0.929978199535981,0.563033354235813,0.140067700296640,0.60785035812296,0.618551034713164,0.0673104242887348,0.342020342359319,0.0530841306317598,0.228936133207753,0.0145672401413321,0.291916754562408,0.350040287477896,0.357553028035909,0.307116511045024,0.94513495429419,0.209600331727415,0.828158502932638,0.168889074586332,0.795396552886814,0.723173076519743,0.0794564688112587,0.198008925188333,0.882452520774677
5.6,-0.82,70.8974,1.3183e-06,?,43.1,23.03,12.06,220,1,0.256,0,0.124197,'231362',0.822982475860044,0.0505454258527607,0.61567779397592,0.0455294246785343,0.498305862536654,0.532842593966052,0.0647841063328087,0.309517234563828,0.797021005768329,0.326021863613278,0.108297294471413,0.589932035189122,0.281321218935773,0.80684131453745,0.169486032566056,0.744307641871274,0.742778728250414,0.302345827687532,0.0193032147362828,0.283555322559550,0.450023263227195,0.118271567160264,0.35544385202229,0.706485957605764,0.152918079169467,0.591976679628715,0.793253174051642,0.488986935000867,0.0776786152273417,0.874750640708953,0.776850109687075,0.0450789208989590
3.2,?,23.707,2.4765e-07,?,17,7.05,11.6,371,1,1.024,0,0.0298625,'231231',0.0660972374025732,0.836019710171968,0.0743639615830034,0.245453165378422,0.468350990209728,0.490381028968841,0.610445647966117,0.940728181274608,0.0425770089495927,0.355192044982687,0.933631848078221,0.340924138901755,0.901628415565938,0.424928595777601,0.816522847628221,0.208521493012086,0.967795059317723,0.206105934921652,0.770848134765401,0.412602866068482,0.578011041041464,0.619139341637492,0.440210457192734,0.865993699291721,0.0174319599755108,0.704052064800635,0.84576846822165,0.391335095511749,0.78714699903503,0.101743532810360,0.203320883680135,0.605145021574572
2.346,?,?,1.5581e-06,6.881e-05,14.1,4.9,11.47,264,1,2.048,1,0.0845535,'163136',0.901269931579009,0.967541712336242,0.225356496172026,0.139986112480983,0.896218511275947,0.161593513330445,0.310128080192953,0.528104724828154,0.456515508238226,0.327988482546061,0.7664665710181,0.89595184288919,0.102999703260139,0.453624089481309,0.126140726264566,0.297358010662720,0.677060232497752,0.130572563502938,0.250235405517742,0.709991704672575,0.599562620744109,0.49718107143417,0.789782741805539,0.55502065224573,0.404615724692121,0.714804070536047,0.210582449333742,0.665415990632027,0.221504413755611,0.560317479074001,0.358766190242022,0.497736477991566
0.08,-0.2721,?,1.6713e-07,?,7.3,8.32,9.84,527,1,4.096,0,0.133826,'163170',0.592827675398439,0.655531430849805,0.133806926896796,0.293364580953494,0.512742369202897,0.363485742360353,0.575248759938404,0.157110768835992,0.354630334768444,0.0315956196282059,0.98059392394498,0.427905053133145,0.141652867896482,0.330840211594477,0.447024877183139,0.99342937185429,0.605178576195613,0.31557626882568,0.0214857219252735,0.421896538697183,0.230531346285716,0.377875969046727,0.427429593866691,0.203060595784336,0.612755414098501,0.733271135948598,0.464363243198022,0.827324753627181,0.827210860559717,0.39569829730317,0.408349043456838,0.8106852741912
4.349,-1.219,77.2381,1.9154e-06,?,11.6,45.6,7.51,1323,0,64,0,0.134745,'301981',0.566274117678404,0.645979621447623,0.161202420247719,0.135605082381517,0.899973269784823,0.912125236354768,0.0878675933927298,0.632358364528045,0.459741564467549,0.187988554360345,0.447837237268686,0.906092351302505,0.970231149345636,0.672550454502925,0.926109789172187,0.799222830450162,0.198071753140539,0.590234025148675,0.681137616978958,0.522757119266316,0.790374894160777,0.921437558019534,0.893772270763293,0.306256013689563,0.264741206075996,0.472048043971881,0.902628294890746,0.985776155488566,0.272233983501792,0.525746635627002,0.892755212262273,0.289788077119738
0.297,-1.2156,108.924,1.0308e-06,?,12.5,34.44,8.16,533,1,8.192,0,0.101888,'152113',0.0775384369771928,0.534227033378556,0.238724704831839,0.238658750196919,0.830162862548605,0.0743308092933148,0.300911152502522,0.190952945966274,0.752465506317094,0.621854069177061,0.800537169445306,0.0760942972265184,0.751689352327958,0.509925215970725,0.963081118417904,0.904739218065515,0.051036620978266,0.125607143621892,0.0681612673215568,0.0158425876870751,0.89270822587423,0.234609867911786,0.375406528590247,0.426717439899221,0.828785287449136,0.160829429049045,0.675764187937602,2.52213794738054e-05,0.961703618522733,0.803119766525924,0.820296789519489,0.979023362509906
0.97,-0.275,?,5.4231e-07,?,12.5,161.25,10.8,2494,0,64,1,0.199427,'276205',0.985444612568244,0.750420057447627,0.460345341125503,0.40363623178564,0.561173273716122,0.249818735988811,0.023498123511672,0.405698294984177,0.275027834344655,0.0672171413898468,0.483854381367564,0.385891296900809,0.0293295490555465,0.271020194049925,0.989941785577685,0.799168326891959,0.94696142943576,0.475948121864349,0.266203287988901,0.63046810310334,0.743289953330532,0.326163467718288,0.874271555338055,0.0616835192777216,0.984880323521793,0.374623741954565,0.279261355753988,0.810744953108951,0.0818785512819886,0.166369546670467,0.766205220250413,0.352555724093691
0.49,?,42.5112,1.2386e-05,4.086e-05,50.7,9.57,17.95,660,1,1.024,1,0.00487404,'377179',0.870583717012778,0.688389535993338,0.620459943311289,0.447631587740034,0.756473009474576,0.918143406510353,0.552501727361232,0.412451011361554,0.479342082282528,0.46019298909232,0.337700865464285,0.344525391003117,0.740078180562705,0.398251391015947,0.550229329615831,0.490896285045892,0.0358412156347185,0.278536861995235,0.824401552556083,0.349424554267898,0.378842520294711,0.815227192360908,0.0174756422638893,0.155983308097348,0.167200937867165,0.675548625877127,0.705208084080368,0.110073416261002,0.817759351339191,0.616050730226561,0.322478503454477,0.116396594792604
1.24,-0.464,78.2516,7.7496e-06,?,63.3,126.36,6.74,156,1,1.024,0,0.107049,'370791',0.43383884197101,0.645249705761671,0.812547489302233,0.249485679436475,0.457009173231199,0.856325331842527,0.312158112647012,0.950030446751043,0.248205734416842,0.585773797472939,0.951433232752606,0.120588063029572,0.286249657394364,0.623482058756053,0.537418625550345,0.652257030829787,0.0840829103253782,0.301560113904998,0.601737156277522,0.330843080766499,0.698911763029173,0.494034042116255,0.819742822553962,0.428561312379315,0.742541396524757,0.321177246514708,0.836617104476318,0.140206074342132,0.126888563390821,0.792163807433099,0.331528401933610,0.42073421808891
3.082,-1.0137,?,3.6843e-06,0.0001379,50.7,102.55,14.77,490,1,1.024,1,0.17201,'213823',0.596346461446956,0.792795039946213,0.104968149447814,0.498288328526542,0.950055613415316,0.563749979017302,0.0336599519941956,0.078450488857925,0.248513537691906,0.812621338758618,0.713042177492753,0.0437640277668834,0.0115927748847753,0.396035024197772,0.278834385098889,0.640204108785838,0.203046201961115,0.55345892906189,0.580695297569036,0.974583150120452,0.55505280313082,0.163483127951622,0.873840170446783,0.722726119449362,0.845090822782367,0.114279848290607,0.697683522244915,0.392064874526113,0.613022731617093,0.026469343341887,0.141711200354621,0.0357277332805097
2.45,-1.8196,?,3.9601e-07,?,7.3,14.72,7.15,1465,0,64,0,0.159326,'286809',0.833687018370256,0.238526460481808,0.86279199947603,0.154144056607038,0.586512608686462,0.762357771862298,0.713588330196217,0.399056304246187,0.67316620144993,0.814355047419667,0.546543195610866,0.657933452166617,0.582299056462944,0.611924849450588,0.367293341550976,0.598685045726597,0.365753332618624,0.440007611177862,0.944158000173047,0.085583386477083,0.0567684730049223,0.136588040040806,0.920555593445897,0.499461688334122,0.796696664299816,0.107429070165381,0.501545309554785,0.769726359518245,0.95862809382379,0.363855834351853,0.0210462221875787,0.0517823395784944
0.971,-1.6883,?,1.458e-06,6.29e-05,83.3,4.44,11.47,200,1,0.256,1,0.00934695,'373172',0.989892258308828,0.180423294659704,0.545864283340052,0.392605625791475,0.788462235126644,0.151685639983043,0.600591143826023,0.853076064959168,0.140657020267099,0.909032877301797,0.705394945805892,0.225208362098783,0.175800982629880,0.0186038906686008,0.675316609675065,0.212067929329351,0.355926163494587,0.00372509611770511,0.343437845818698,0.126136219361797,0.155057614436373,0.263411238789558,0.774961080169305,0.604198857909068,0.576560073764995,0.604067518608645,0.929288434330374,0.319539973279461,0.710512050427496,0.685549216344953,0.4908898670692,0.897578277857974
1.755,-0.5261,36.0217,4.1091e-07,?,14.8,43.56,9.39,238,1,1.024,0,0.0416163,'420398',0.177010064478964,0.0800783617887646,0.0712381491903216,0.836277564521879,0.0718843396753073,0.192408219445497,0.158767076907679,0.393764862790704,0.378056334564462,0.983290406875312,0.91610323335044,0.729965416714549,0.549071638844907,0.76884190668352,0.434479333693162,0.462580304360017,0.373209485318512,0.249650073936209,0.00127990124747157,0.576884584967047,0.262581758433953,0.905046556377783,0.913504450581968,0.987314405851066,0.0627200421877205,0.378839049953967,0.867993643973023,0.765061943093315,0.12340549682267,0.806231875903904,0.775471047265455,0.697827372234315
2.17,-0.7461,42.227,5.738e-07,?,24.6,7.68,?,?,?,?,1,0.0805385,'287364',0.200021663215011,0.920260064536706,0.986432325094938,0.291724792681634,0.904818813782185,0.947311649797484,0.522102028597146,0.182369734160602,0.65697621111758,0.340417193248868,0.17890139692463,0.0736810867674649,0.120506124338135,0.465361119015142,0.0764590387698263,0.149529394460842,0.723126380471513,0.898132306756452,0.908531620632857,0.244798064930364,0.982325180666521,0.955674252705649,0.57523046573624,0.363186054863036,0.724346778355539,0.090839352691546,0.427536435192451,0.940100786741823,0.00466835591942072,0.73273885413073,0.816837314981967,0.579683095915243
4.667,-1.3728,58.5787,8.4459e-07,?,10.4,31.05,7.44,1426,0,64,1,0.142291,'412982',0.748579271836206,0.193271738709882,0.883586185518652,0.718737160088494,0.652061104075983,0.197433990426362,0.301977747818455,0.756841011811048,0.964712009066716,0.120517737232149,0.38792630773969,0.0951807235833257,0.195859960513189,0.396365156164393,0.0148433095309883,0.628366872435436,0.253782289801165,0.0293439510278404,0.873502120841295,0.168023739708588,0.4727458585985,0.294407278532162,0.713112262543291,0.902684550033882,0.532403143122792,0.319165957858786,0.849158889148384,0.278646274236962,0.480506266700104,0.137188229477033,0.123342419741675,0.612917094025761
0.5915,-1.7402,51.2649,?,?,13.4,17.38,9,?,1,8.192,0,0.173641,'106709',0.0889521331992,0.746319966157898,0.679326027398929,0.440059491666034,0.152468560729176,0.960074372123927,0.180956475669518,0.135214782552794,0.470002583926544,0.384535204153508,0.00238716066814959,0.899008517153561,0.392896280391142,0.0263652808498591,0.0432080382015556,0.650804559001699,0.466536368243396,0.904613371239975,0.229432612890378,0.795935742324218,0.0482980234082788,0.6702933779452,0.970577557804063,0.265874390490353,0.00496513140387833,0.399652813095599,0.97725496487692,0.343845921568573,0.842145372414961,0.511843417771161,0.55034981132485,0.377267048461363
0.937,-1.6966,142.501,2.2459e-06,?,43.5,5.92,19.85,927,1,1.024,1,0.0578667,'229185',0.777341769775376,0.707359968684614,0.370285384589806,0.993634729180485,0.120838333852589,0.467810876434669,0.850603258470073,0.301883252803236,0.508038621628657,0.558495245641097,0.111551122507080,0.170136114582419,0.142692713532597,0.356230081059039,0.0799094859976321,0.895448195748031,0.464139853138477,0.595434512943029,0.172152253799140,0.965889079496264,0.185303728794679,0.624910487560555,0.82797252223827,0.366056813858449,0.529948493931442,0.202523862710223,0.921109043294564,0.540354458615184,0.788871256401762,0.306663148570806,0.621846930123866,0.134119545808062
2.68,?,20.5322,?,1.87e-05,6.4,39.9,6.78,345,1,4.096,1,0.116809,'213486',0.581016664393246,0.845522147603333,0.042561563430354,0.61909612105228,0.449578110594302,0.571569996187463,0.172465624520555,0.088900611968711,0.308148415293545,0.793040209915489,0.963520043995231,0.418292149668559,0.381359037244692,0.369842187734321,0.760167394531891,0.314429553924128,0.421862195478752,0.656645429786295,0.863098486093804,0.636034606490284,0.184292965801433,0.450736368307844,0.720421846024692,0.0145078864879906,0.67884204373695,0.962195106316358,0.786484089214355,0.336776360869408,0.218879074323922,0.418732507620007,0.844997419742867,0.678266083355993
3.78,-0.3394,?,6.0501e-07,0.0001163,16.4,18.54,7.96,363,1,3.072,1,0.134062,'213630',0.426767949946225,0.150627409806475,0.948389247758314,0.613526646513492,0.689481526380405,0.90939174219966,0.639152551069856,0.172917168121785,0.634814010001719,0.969901238568127,0.037566305603832,0.951409011613578,0.509804918663576,0.305406061466783,0.689813424833119,0.790833190316334,0.537772198673338,0.954314244911075,0.800115813268349,0.141957371961325,0.435745886527002,0.131350280717015,0.255487342597917,0.460602533770725,0.51891709305346,0.351823400240391,0.61571855051443,0.00889855832792819,0.717111126985401,0.830916645005345,0.0289927946869284,0.867321710800752
3.355,-1.9393,?,3.2846e-06,?,22.6,42,10.83,1510,0,64,0,0.118595,'252593',0.796438277000561,0.62273097387515,0.560002596117556,0.383409259142354,0.0160283767618239,0.270550529705361,0.696691915858537,0.0518613341264427,0.759783973684534,0.789191535674036,0.7993542002514,0.693550464930013,0.249617813620716,0.930673247203231,0.00175027013756335,0.846921864897013,0.687323368852958,0.229178188368678,0.0537096033804119,0.861609610496089,0.0305188754573464,0.28933858894743,0.792427490465343,0.0266766573768109,0.176860193954781,0.602848141686991,0.176108634565026,0.0594943501055241,0.514274144778028,0.747276432579383,0.635902731446549,0.284681677585468
3.626,-1.1777,192.945,7.4479e-06,3.033e-05,26.8,330.66,?,?,?,?,1,0.115814,'285654',0.072066520806402,0.657764464849606,0.691198032349348,0.818075041286647,0.637128981295973,0.890202371869236,0.113006659783423,0.344643191434443,0.877613509073853,0.246336037758738,0.728959977859631,0.813733471557498,0.189244169509038,0.736637212336063,0.375586263369769,0.657108436804265,0.724531786050647,0.367049509659410,0.274522644234821,0.616605210583657,0.820462166331708,0.374382870038971,0.654392263619229,0.775847392622381,0.401109654456377,0.474038132932037,0.079876696690917,0.410128336632624,0.467614525929093,0.571819899603724,0.214364500949159,0.986453958088532
1.14,-1.5712,56.7923,1.037e-06,0.001393,10,79.2,7.13,1485,0,64,1,0.204159,'297114',0.927317663095891,0.475706347962841,0.514655029401183,0.530807733535767,0.475748978322372,0.524559310637414,0.0360566566232592,0.323937227716669,0.014180192258209,0.993410675553605,0.0430410129483789,0.925332948798314,0.73145046341233,0.3613961704541,0.200371022569016,0.946592453634366,0.673089132877067,0.311203418765217,0.486057018395513,0.48416961892508,0.334897434804589,0.266422285931185,0.0118697108700871,0.323381893802434,0.675314448075369,0.806191427633166,0.5818396077957,0.635774114867672,0.905173850711435,0.199901643674821,0.201030363794416,0.325399781111628
1.949,?,62.0052,4.3185e-06,0.0001808,43.7,94.6,8,?,1,1.024,0,0.0927309,'111063',0.0332901480142027,0.644352609524503,0.796577399363741,0.583428996847942,0.392745720921084,0.434731627348810,0.40015129535459,0.0711315127555281,0.52876749727875,0.922080150572583,0.31028053117916,0.649877920048311,0.366935359779745,0.737896869657561,0.66504668793641,0.447923995321617,0.137756306678057,0.213730822550133,0.316686522914097,0.517109404783696,0.91802873276174,0.90455853799358,0.721111373975873,0.341874679783359,0.65589465550147,0.532287012785673,0.197199530433863,0.16551803634502,0.201534345047548,0.592384288785979,0.0509920665062964,0.777120454236865
3.24,-1.9988,?,1.8652e-06,0.0001249,18.2,153.55,10,?,1,1.024,1,0.147537,'111622',0.360092841321602,0.460755158215761,0.821040184702724,0.618554651038721,0.658112140139565,0.130587583407760,0.932361299172044,0.0152561215218157,0.248799348715693,0.824121774872765,0.523682782892138,0.65283505921252,0.00679617398418486,0.414493234828115,0.663222485687584,0.0310455744620413,0.85486779990606,0.265040570870042,0.168795743491501,0.458227237919345,0.248875697841868,0.0245503671467304,0.635508612496778,0.394468548242003,0.864369513932616,0.296301158610731,0.153908146312460,0.717077229637653,0.201927621616051,0.241744060534984,0.579535668250173,0.35072231083177
1.44,-1.2172,50.8613,1.4075e-06,0.0001288,49,30.96,9,?,1,0.512,1,0.0629064,'111529',0.847659210208803,0.776935575297102,0.529815443092957,0.642048768466339,0.599608606193215,0.355645933421329,0.359462690772489,0.936640010913834,0.505454023834318,0.828078994061798,0.0851162110920995,0.585516618099064,0.153600784484297,0.280117357848212,0.0253737915772945,0.846829851157963,0.240996326785535,0.443166717188433,0.499167846282944,0.554795291973278,0.167988056316972,0.207520304946229,0.0287482496351004,0.353868052363396,0.848547919420525,0.704009420936927,0.146173719316721,0.0234666978940368,0.656919799279422,0.506477078422904,0.0656636683270335,0.315781218232587
1.416,-1.7242,55.7354,1.4522e-06,?,16.1,125.28,11.68,2763,0,64,1,0.258199,'313116',0.239759364398196,0.611613051965833,0.52174552786164,0.929141245083883,0.682027306873351,0.88264497043565,0.174875693395734,0.260423293337226,0.449667241424322,0.940714040538296,0.608120448188856,0.0464225802570581,0.492326528765261,0.782323372084647,0.077927083009854,0.750809260644019,0.542199614457786,0.168693918269128,0.0144085302017629,0.91647461312823,0.497722285566851,0.635727233020589,0.588355931919068,0.483318271581084,0.527949719224125,0.417445655912161,0.0835002148523927,0.763106842758134,0.760232623899356,0.187973607564345,0.258643296081573,0.905593926552683
1.6398,-1.1255,?,2.2323e-05,4.126e-05,157.5,19.57,25.82,1604,1,1.024,1,0.0289854,'313299',0.0733591113239527,0.498935547657311,0.219136836007237,0.686326699098572,0.342566465958953,0.882195721147582,0.501294597284868,0.556059799157083,0.374411882599816,0.911009231349453,0.657775233266875,0.182580293156207,0.620884569128975,0.415938098914921,0.497046918375418,0.75721711711958,0.717716451967135,0.535369111225009,0.924312081886455,0.703493702923879,0.519415304064751,0.143195274053141,0.717008334351704,0.9578118075151,0.251159505452961,0.81592085165903,0.611352426698431,0.0266935222316533,0.0165774554479867,0.343256041640416,0.899312470806763,0.700357704889029
3.036,-1.1652,860.327,5.1189e-05,4.244e-05,123,83.66,17.87,741,1,1.024,1,0.0282951,'313417',0.600771938683465,0.360073493793607,0.301178573863581,0.306655179476365,0.841610584175214,0.424865781562403,0.326766206417233,0.769461219897494,0.668426712742075,0.955482705961913,0.168541721068323,0.566787951858714,0.355073949089274,0.0816436281893402,0.837905927328393,0.975842102663592,0.47133663110435,0.493406855501235,0.576415311777964,0.404869607649744,0.467518670950085,0.41407380765304,0.901268330402672,0.941122869262472,0.320237411186099,0.955968755297363,0.765612145187333,0.554936641594395,0.95208259113133,0.787135485326871,0.384282547514886,0.528869660105556
0.54,-1.2938,141.254,0.00014773,0.0001623,719.8,115.2,22.57,1097,1,1.024,1,0.0261202,'355083',0.221842519706115,0.987701402278617,0.890253825811669,0.950295129558071,0.479608488734812,0.928341530030593,0.438110963674262,0.176892567658797,0.225738720968366,0.208217774285004,0.455112644936889,0.649476521648467,0.167310937074944,0.695644857594743,0.339452993590385,0.318201058777049,0.470627464819700,0.646700694225729,0.315926606301218,0.163519290508702,0.93591583124362,0.472566454671323,0.559782798402011,0.814970700535923,0.448559929151088,0.570453799562529,0.777365257497877,0.215682480018586,0.335669616004452,0.913062581326813,0.214288311311975,0.0893709077499807
3.038,-1.3115,?,4.317e-06,9.483e-05,42,275.59,17.95,6719,0,128,1,0.28528,'332851',0.993830879451707,0.787884267047048,0.926364891696721,0.354164378717542,0.874871397158131,0.82835155306384,0.300883655669168,0.639417566126212,0.796351759927347,0.113767023896798,0.173246906604618,0.791315869428217,0.314856034936383,0.0914680757559836,0.910382825648412,0.0510745046194643,0.0871136807836592,0.215319381793961,0.0848212691489607,0.634225878166035,0.535414366051555,0.940672217402607,0.538373165996745,0.107731674565002,0.0137440587859601,0.873640983598307,0.825017108116299,0.647605910664424,0.967237393837422,0.00327631621621549,0.524216322228312,0.957535437773913
2.352,-1.5259,82.2751,2.4964e-06,2.697e-05,25.9,47.7,10.23,491,1,3.072,1,0.208746,'255445',0.198588729370385,0.897124924929813,0.632818995974958,0.491251347120851,0.81177069246769,0.82749935076572,0.763471484417096,0.718689320143312,0.632641813484952,0.270039121853188,0.751553720328957,0.402443621773273,0.202032042201608,0.107641614740714,0.830199621850625,0.269069710047916,0.135933738667518,0.233327159425244,0.72989859408699,0.591336928540841,0.382121587404981,0.795991648454219,0.644409729866311,0.840478763217106,0.73020714125596,0.57680740673095,0.24341997387819,0.939921019598842,0.632132891798392,0.845751150744036,0.312228931114078,0.318878656020388
4.9,-1.4133,?,4.3832e-06,?,22.3,229.89,10.54,2188,0,64,0,0.308321,'209352',0.796535173431039,0.785086415242404,0.298214758047834,0.162013675319031,0.0260037221014500,0.527894012164325,0.42305131140165,0.771728133084252,0.0504523967392743,0.754567656898871,0.87211929867044,0.914809257956222,0.958780403947458,0.830704485997558,0.216870815260336,0.0641208926681429,0.522470414638519,0.770304590230808,0.219828007044271,0.55980956600979,0.727425271645188,0.509757822845131,0.669914143159986,0.667412739247084,0.330199054675177,0.274094811175019,0.771678759017959,0.0431073931977153,0.259140563430265,0.162781021790579,0.836952187819406,0.941022589569911
0.82,-1.004,?,3.337e-05,5.926e-05,262.1,21.2,?,?,?,?,1,0.02026,'278854',0.759424919029698,0.452336193062365,0.0827406921889633,0.33679929911159,0.666697586653754,0.429511908208951,0.84246670268476,0.755763147724792,0.634977612411603,0.595726342173293,0.417838524328545,0.742377958493307,0.0679170791991055,0.627645133761689,0.780652165412903,0.332518310751766,0.327071602223441,0.326257115462795,0.491934763267636,0.375048199668527,0.146489915903658,0.566704264143482,0.741693873656914,0.312829342205077,0.213619897142053,0.220732334768400,0.583970750449225,0.13033089437522,0.88416876248084,0.289558506803587,0.54372395365499,0.388378847390413
3.8479,-1.4333,129.472,3.342e-06,3.569e-05,16,169.1,11.49,2138,0,64,1,0.218448,'332931',0.586011664941907,0.828202789416537,0.667151598259807,0.574727142229676,0.0325422091409564,0.963264984078705,0.246626159641892,0.0178667511790991,0.874615052016452,0.115407382138073,0.350742956157774,0.282448200974613,0.661934324540198,0.80564483255148,0.485527360113338,0.0322601918596774,0.0153827206231654,0.794792973669246,0.330422837985680,0.167235331377015,0.974095254437998,0.636141233379021,0.453676346689463,0.539582449011505,0.106062413658947,0.762772881425917,0.106731067877263,0.204042023280635,0.391334132291377,0.141840137774125,0.977864991873503,0.569054961204529
2.31,?,31.0335,1.9941e-07,?,8.6,3.55,8.48,2083,0,64,1,0.101626,'278693',0.703433806076646,0.333697972353548,0.505044746212661,0.654044790426269,0.818399445619434,0.148429793305695,0.665645780041814,0.364344195229933,0.588159027276561,0.139862205367535,0.586880562128499,0.828420210862532,0.190516006899998,0.141732886433601,0.97889173286967,0.820193044142798,0.49998681480065,0.996694406494498,0.982093738159165,0.793909421889111,0.736970032565296,0.531801229575649,0.652165434788913,0.0687256804667413,0.513495763298124,0.712751752464101,0.269850290380418,0.946328716585413,0.237371455179527,0.359914243686944,0.97499137558043,0.321387736825272
3.91,-1.4744,96.4822,1.4223e-05,0.0003059,42.8,369.94,8.42,204,1,1.024,0,0.175267,'180977',0.154265915509313,0.149516639532521,0.516529482090846,0.235240732319653,0.995382378110662,0.269014630233869,0.357161769177765,0.788648838177323,0.528482094174251,0.350558225996792,0.672891757450998,0.446712068049237,0.810771623859182,0.445386682869866,0.603083000984043,0.143280246295035,0.235459651099518,0.672562084160745,0.247954869177192,0.857647982425988,0.88542895251885,0.320874656317756,0.96268682111986,0.971492373850197,0.391036119544879,0.440049247816205,0.894611409632489,0.121622106991708,0.368347147013992,0.761006648652256,0.36510818451643,0.552854619454592
3.44,-0.6588,144.268,?,?,15.8,32.39,8.14,361,1,4.096,0,0.0719493,'238174',0.947038145270199,0.512736349832267,0.490634382236749,0.121598854660988,0.737962769344449,0.273078262573108,0.25919680390507,0.886730375466868,0.3806698017288,0.560914980014786,0.108116965275258,0.189802650827914,0.504184456774965,0.386857647215948,0.099310597172007,0.690616123378277,0.954169606789947,0.626329767983407,0.109118160326034,0.319901398383081,0.34338776441291,0.579509642440826,0.603658840060234,0.605897326953709,0.975785531336442,0.436503765406087,0.0786238578148186,0.788550432771444,0.260847810888663,0.335012723924592,0.753485240507871,0.393354067578912
0.0331,-0.8437,?,7.8535e-07,?,6.3,128,7.84,2111,0,80,1,0.271464,'191157',0.340306694852188,0.133648463524878,0.627767377765849,0.129434447037056,0.561567192198709,0.473077954957262,0.451876605628058,0.652472234796733,0.757547687273473,0.542409119661897,0.473061948316172,0.750517112202942,0.47643796983175,0.620963997906074,0.99783638981171,0.315956924576312,0.0328064667992294,0.612599791726097,0.0679138738196343,0.791593107627705,0.0478799901902676,0.226119341794401,0.732234054245055,0.581543518230319,0.909263816196471,0.424230040051043,0.210738264024258,0.663729425985366,0.762106093810871,0.911939138779417,0.0767966364510357,0.794608996948227
0.696,-0.6803,?,1.2854e-06,?,13.7,113.16,10.01,1837,0,88,1,0.216866,'359951',0.958351325243711,0.683986021671444,0.999034154927358,0.467754118843004,0.486496709287167,0.970882260240614,0.701966340187937,0.724812633823603,0.528828315204009,0.64755132026039,0.653187618590891,0.176540488610044,0.109990659635514,0.334331536898389,0.879336070269346,0.812034449540079,0.143493070267141,0.471924592508003,0.248454896965995,0.209846547571942,0.132307207444683,0.765761681599542,0.0257097601424903,0.688135172473267,0.278015785384923,0.716557621723041,0.0349858996924013,0.703484398080036,0.818116206442937,0.196429664269090,0.0610557480249554,0.426315541611984
