@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_5 numeric
@attribute PROB_Z_GT_4 numeric
@attribute PROB_Z_GT_3 numeric
@attribute PROB_Z_GT_2 numeric
@attribute PROB_Z_GT_1 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@data
3.78,-0.3394,?,?,?,0.0001163,2.0816,16.4,?,?,7.96,363,3.072,0.0465636,0.134062,0.309714,0.567264,0.888614,'yes','yes',0.951635882258415,0.206927024526522,0.821168224094436,0.119289505062625,0.443224429385737,0.00872334861196578,0.530500910477713,0.66616738284938,0.390469665871933,0.752161804586649,0.9954986020457,0.512015921762213,0.036515447543934,0.706590632675216,0.894097665557638,0.286338628968224,0.924754223786294,0.539954831823707,0.362348003080115,0.0191345638595521
3.375,-1.8856,?,?,?,5.13e-05,2.2281,12.4,?,?,7.12,1011,64,0.0916913,0.213445,0.415789,0.663283,0.924971,'no','yes',0.143333828076720,0.0206721068825573,0.109093497274444,0.556462125154212,0.132259063189849,0.129508092300966,0.0477088594343513,0.93839532416314,0.70472104777582,0.637336260871962,0.468902324093506,0.162320723058656,0.83350774180144,0.490796766476706,0.26207960001193,0.377651393180713,0.776382569456473,0.228369410848245,0.870040276786312,0.119634001981467
0.836,-1.4067,?,?,?,7.481e-05,2.0303,48.1,?,?,10.03,201,0.512,0.0440804,0.128738,0.302434,0.56311,0.890028,'yes','yes',0.642266805050895,0.734190711285919,0.592121127061546,0.354243561858311,0.182151517830789,0.290911734802648,0.959566531470045,0.765579997561872,0.188880713423714,0.619887562701479,0.70222854334861,0.0677150704432279,0.352179170818999,0.289377623237669,0.429763185093179,0.949173206230626,0.612978147808462,0.379003542941064,0.849114873446524,0.418497107457370
3.355,-1.9393,?,?,?,?,?,22.6,?,?,10.83,1510,64,0.0478428,0.118595,0.252427,0.465201,0.839612,'no','no',0.107541174627841,0.746323098661378,0.616900786058977,0.595333365723491,0.67639844934456,0.869266984518617,0.869377941358835,0.0715836856979877,0.641447621397674,0.347881772788242,0.511350901564583,0.629559349734336,0.465878960909322,0.67623003735207,0.734759227838367,0.264561031246558,0.813350157346576,0.0585656594485044,0.843084244057536,0.505773089826107
3.626,-1.1777,?,?,?,3.033e-05,1.5239,26.8,?,?,?,?,?,0.0386933,0.115814,0.278748,0.535223,0.878471,?,'yes',0.658763631479815,0.0312683805823326,0.199502270435914,0.3461647212971,0.928342623636127,0.328796281246468,0.856733001070097,0.190328479046002,0.471544842934236,0.454325052676722,0.546061041532084,0.0207492387853563,0.487994196359068,0.22329427767545,0.936628741910681,0.306170680094510,0.465394868049771,0.92853475920856,0.595334977377206,0.360351001145318
1.949,?,-2.061,?,?,0.0001808,2.0068,43.7,?,?,8,?,1.024,0.0395625,0.0927309,0.189045,0.339926,0.683048,'yes','no',0.642149647697806,0.725729960715398,0.451706348918378,0.363828434608877,0.702011261833832,0.119192210026085,0.307849299861118,0.219129341654480,0.258818482514471,0.78612423944287,0.474293387727812,0.103556812973693,0.112545537063852,0.98264606972225,0.0875272401608527,0.229372452478856,0.943528921576217,0.537293165689334,0.933592655463144,0.284456802764907
1.755,-0.5261,?,?,?,?,2.3217,14.8,?,?,9.39,238,1.024,0.0153159,0.0416163,0.0988667,0.214415,0.570274,'yes','no',0.537412177305669,0.541665124008432,0.572171634295955,0.194276409689337,0.97190947085619,0.617118879687041,0.391096101142466,0.0260652352590114,0.409226150484756,0.581463983748108,0.386490963632241,0.968021410284564,0.67708813981153,0.156701927538961,0.426122252363712,0.00658842944540083,0.166257678996772,0.86895804014057,0.046576369786635,0.376152290729806
1.44,-1.2172,?,?,?,0.0001288,1.9554,49,?,?,9,?,0.512,0.0229994,0.0629064,0.149214,0.319462,0.75627,'yes','yes',0.454575507668778,0.607308835256845,0.730745365377516,0.213004227494821,0.46442233864218,0.373275975929573,0.777215149020776,0.416693275561556,0.286246448988095,0.679320161696523,0.159920596517622,0.600322656799108,0.642594409408048,0.743684302084148,0.821689251577482,0.305988916195929,0.602216179482639,0.577934022061527,0.144307185197249,0.156827196013182
1.416,-1.7242,?,?,?,?,1.8681,16.1,?,?,11.68,2763,64,0.11326,0.258199,0.484948,0.731382,0.947488,'no','yes',0.609668188961223,0.593152034794912,0.0191745955962688,0.166445385897532,0.206412442494184,0.298130726674572,0.513170006452128,0.789030410116538,0.974043351365253,0.122697343118489,0.518460375955328,0.00646970188245177,0.424854435725138,0.389158890815452,0.157128170598298,0.345493322005495,0.476026679156348,0.315466939238831,0.746373977977782,0.982611141866073
1.6398,-1.1255,?,?,?,4.126e-05,1.7951,157.5,?,?,25.82,1604,1.024,0.00803222,0.0289854,0.0881096,0.243073,0.718383,'yes','yes',0.271713775582612,0.0332482501398772,0.662725692382082,0.769590056035668,0.920053044566885,0.619340838398784,0.43277353188023,0.204469055635855,0.736706108553335,0.240731286816299,0.828671590657905,0.448017213959247,0.240989326266572,0.249315909575671,0.510933062527329,0.754665010375902,0.577113355277106,0.076767640421167,0.683234843192622,0.101732189301401
3.036,-1.1652,?,?,?,4.244e-05,2.1609,123,?,?,17.87,741,1.024,0.00689194,0.0282951,0.0951902,0.27602,0.731695,'yes','yes',0.760560197522864,0.588141096755862,0.382800390711054,0.965604348108172,0.353225488448516,0.322373799746856,0.502083917381242,0.124198009027168,0.44881063234061,0.643412055913359,0.424399037146941,0.208803684683517,0.7635955712758,0.260889949509874,0.374175813281909,0.809706961503252,0.284725599223748,0.641406210372224,0.394964476348832,0.0449318441096693
0.54,-1.2938,?,?,?,0.0001623,1.973,719.8,?,?,22.57,1097,1.024,0.0093361,0.0261202,0.0618719,0.126659,0.29582,'yes','yes',0.994177998043597,0.463108795462176,0.450192433549091,0.589807244483382,0.437070088693872,0.344457361614332,0.443359627388418,0.487876100698486,0.104416669812053,0.0383791783824563,0.441480737179518,0.702937716152519,0.661988775478676,0.419587085256353,0.980812289286405,0.291678828420117,0.580706291133538,0.833029370522127,0.538423906778917,0.650092470925301
3.038,-1.3115,?,?,?,9.483e-05,2.0491,42,?,?,17.95,6719,128,0.133848,0.28528,0.513016,0.757435,0.959684,'no','no',0.301501993089914,0.586629022145644,0.185226569650695,0.823172708740458,0.818127979058772,0.32301509543322,0.118722146609798,0.600136214401573,0.85202042106539,0.78602269734256,0.475559529615566,0.538479813141748,0.159090189263225,0.399722081143409,0.559211903018877,0.8079005505424,0.973558279685676,0.95555762317963,0.577281608246267,0.275961240986362
1.55,-1.016,?,?,?,4.785e-05,2.202,62.6,?,?,15.07,525,1.024,0.0417113,0.123815,0.295916,0.55972,0.890681,'yes','yes',0.568779807537794,0.894791247090325,0.0304635681677610,0.335079202894121,0.305699304211885,0.226495731854811,0.0982841330114752,0.527566573349759,0.910504935542122,0.155483665410429,0.126139637548476,0.432535650674254,0.0404247264377773,0.980533027555794,0.56409976654686,0.959751907736063,0.121925679733977,0.493781704921275,0.71606301004067,0.847334656864405
2.352,-1.5259,?,?,?,2.697e-05,2.0755,25.9,?,?,10.23,491,3.072,0.0829877,0.208746,0.424062,0.681678,0.932453,'yes','yes',0.665374050615355,0.891168136382475,0.235275698127225,0.90363449184224,0.458354700822383,0.963827119208872,0.361892007291317,0.940652672667056,0.640842823777348,0.848419287241995,0.609566907398403,0.447897666366771,0.431842125486583,0.91066897008568,0.727414748165756,0.120253658620641,0.0901100428309292,0.99964068760164,0.00607332098297775,0.104432509746403
4.9,-1.4133,?,?,?,?,2.1623,22.3,?,?,10.54,2188,64,0.14337,0.308321,0.549178,0.787899,0.965569,'no','no',0.655819922219962,0.464864214882255,0.279344314709306,0.244168484117836,0.818408684106544,0.678979763528332,0.561894181650132,0.409893692703918,0.175269159721211,0.286056978395209,0.918316726805642,0.232758901547641,0.411609190981835,0.328507344936952,0.561642507556826,0.06250319047831,0.826467441394925,0.986103666946292,0.00216100737452507,0.622632945189252
2.71,-1.1771,?,?,?,4.765e-05,2.3996,17.2,?,?,11.07,1020,12.16,0.0356374,0.0872283,0.187079,0.359164,0.753257,'yes','yes',0.720930736511946,0.0438950443640351,0.423751661786810,0.071403042646125,0.514902303926647,0.118764226324856,0.532284645596519,0.163184923818335,0.544911366887391,0.726680038264021,0.682502176146954,0.88190789707005,0.990042843390256,0.128690942656249,0.871046997141093,0.505619587376714,0.369074792833999,0.502288104500622,0.193063294515014,0.336111434502527
0.82,-1.004,?,?,?,5.926e-05,1.8098,262.1,?,?,?,?,?,0.00582563,0.02026,0.0597917,0.163331,0.57865,?,'yes',0.793610261753201,0.140355120413005,0.554213313618675,0.377218853682280,0.247037817258388,0.162540403660387,0.227096892194822,0.986144872847944,0.210214198566973,0.71787520381622,0.186776917893440,0.685622904682532,0.265872193034738,0.0332321040332317,0.0394289658870548,0.649718870408833,0.330100989667699,0.669579629320651,0.250440214993432,0.422678919509053
3.8479,-1.4333,?,?,?,3.569e-05,1.9514,16,?,?,11.49,2138,64,0.0884743,0.218448,0.438525,0.69749,0.93966,'no','yes',0.707106626825407,0.614349707728252,0.421148750931025,0.868411285569891,0.833666933234781,0.733555373502895,0.239054409088567,0.929624749114737,0.308516268152744,0.774266104912385,0.874025328317657,0.460852010874078,0.953649517847225,0.0734579893760383,0.497804752318189,0.266801526769996,0.668781111715361,0.815738891949877,0.716286823619157,0.219420363428071
2.31,?,-2.0015,?,?,?,2.2968,8.6,?,?,8.48,2083,64,0.0340764,0.101626,0.245502,0.481101,0.83869,'no','yes',0.869542500702664,0.714168845443055,0.521856687031686,0.64021793473512,0.296725771622732,0.447407394647598,0.928307752357796,0.0521359124686569,0.301018519327044,0.932514005107805,0.687293421011418,0.580702325794846,0.887612432707101,0.143549515400082,0.859382752561942,0.859699283260852,0.184766042046249,0.847057163249701,0.067821891978383,0.556020303862169
3.91,-1.4744,?,?,?,0.0003059,2.1023,42.8,?,?,8.42,204,1.024,0.0665156,0.175267,0.378437,0.650194,0.929903,'yes','no',0.273080927785486,0.188928896561265,0.240808483911678,0.184949671151116,0.352219544583932,0.438744475599378,0.331829220289364,0.815482325153425,0.779832653002813,0.896006700117141,0.186148491222411,0.546415471704677,0.36049061990343,0.09918670123443,0.54197435756214,0.520598136354238,0.789360417518765,0.521879666950554,0.556261088233441,0.693422471405938
3.44,-0.6588,?,?,?,?,2.1926,15.8,?,?,8.14,361,4.096,0.0211573,0.0719493,0.195245,0.427228,0.820965,'yes','no',0.442770598689094,0.849236355395988,0.151560826925561,0.629267270443961,0.510495573747903,0.261454919120297,0.366441639373079,0.177851519780234,0.149122850736603,0.511189724784344,0.00894317566417158,0.98581674695015,0.999005069723353,0.048804497346282,0.628080538008362,0.270811572903767,0.748899855883792,0.638898801524192,0.157085942104459,0.458639575401321
0.0331,-0.8437,?,?,?,?,3.83,6.3,?,?,7.84,2111,80,0.127173,0.271464,0.491152,0.731842,0.948556,'no','yes',0.792210036190227,0.528369463048875,0.76313778734766,0.497117689345032,0.188493543071672,0.552892183186486,0.232709467178211,0.692048839526251,0.128871902590618,0.272497205063701,0.0220575237181038,0.0788386636413634,0.812548934714869,0.0169191868044436,0.869917680276558,0.831562855746597,0.443134580273181,0.728151540039107,0.726473290473223,0.45907411002554
0.696,-0.6803,?,?,?,?,1.6982,13.7,?,?,10.01,1837,88,0.0953682,0.216866,0.417916,0.666279,0.929137,'no','yes',0.690965651534498,0.266820297343656,0.706544439075515,0.852622905280441,0.759835800388828,0.0517654840368778,0.216623969608918,0.616888916818425,0.390072902431712,0.72576613118872,0.99400807521306,0.313070703996345,0.503335054730996,0.235243926988915,0.425629164325073,0.791777008213103,0.184490501182154,0.871884650550783,0.0173854657914490,0.645542497746646
2.512,-0.5208,?,?,?,9.472e-05,1.9029,24.4,?,?,9.79,241,4.096,0.0279732,0.0896585,0.233307,0.488493,0.861568,'yes','yes',0.117731982842088,0.671378275379539,0.366058566840366,0.590284388978034,0.684415171854198,0.6093985743355,0.467644373886287,0.9920606079977,0.97603177651763,0.259985661832616,0.0867233308963478,0.947548306547105,0.732570457737893,0.526379760354757,0.778363215969875,0.541439483873546,0.0386967714875937,0.511377969989553,0.640712114516646,0.669284330913797
1.165,-0.4458,?,?,?,?,2.2145,10.3,?,?,7.29,187,1.408,0.0628252,0.163681,0.349422,0.601539,0.899157,'yes','no',0.786645981948823,0.152213420253247,0.181566732237116,0.821518934797496,0.29749694862403,0.678612659452483,0.72495046351105,0.92968985857442,0.548333545215428,0.513815286103636,0.98556479997933,0.85239331703633,0.780583978397772,0.564087390666828,0.33705871575512,0.790233720093966,0.712836600840092,0.992482946952805,0.955545201897621,0.304113195976242
8.1,-0.7002,?,?,?,?,1.9477,31.3,?,?,8.16,203,1.024,0.0518429,0.136544,0.302835,0.555372,0.885284,'yes','no',0.585776638239622,0.000835326965898275,0.0756184291094542,0.192185877822340,0.980622473405674,0.593807504978031,0.936366548528895,0.0592482674401253,0.69964881031774,0.255332832457498,0.337275341618806,0.263859497616068,0.883740407647565,0.157332325121388,0.417842960217968,0.263365346938372,0.419267922174186,0.84590267832391,0.229890873422846,0.320662615122274
1.608,-1.387,?,?,?,0.0001712,2.1247,52.4,?,?,8.16,163,1.024,0.0430794,0.126235,0.297922,0.558792,0.889404,'yes','yes',0.100477908272296,0.952281418489292,0.0438962953630835,0.494192336918786,0.503243827959523,0.966160803101957,0.752294355304912,0.82916412386112,0.953056172700599,0.434128656052053,0.611283178441226,0.481226047268137,0.232705806847662,0.608780974522233,0.121641263831407,0.343286722199991,0.322962167439982,0.578157716430724,0.726043372415006,0.841077051823959
2.04,?,?,?,?,?,1.9044,10.4,?,?,9.07,384,4.096,0.0519768,0.141616,0.314471,0.56304,0.88103,'yes','yes',0.293611825909466,0.706662710057572,0.687303392915055,0.90176284732297,0.207253800937906,0.216585616348311,0.339824040187523,0.123000696999952,0.276954858098179,0.383293970022351,0.461523158475757,0.253480069106445,0.953791899140924,0.491453978000209,0.753098817076534,0.696439173771068,0.500860757892951,0.182912755990401,0.233138228999451,0.277009737212211
0.97,-0.275,?,?,?,?,2.3829,12.5,?,?,10.8,2494,64,0.0926791,0.199427,0.373854,0.602344,0.900667,'no','yes',0.30706362426281,0.829927055398002,0.579213266726583,0.686974725686014,0.634671738138422,0.0412629824131727,0.280533762648702,0.116495044203475,0.629680980462581,0.430266064824536,0.587546186288819,0.45202349498868,0.755587021587417,0.557425668928772,0.339295671088621,0.655882035614923,0.126553273294121,0.835642049787566,0.709410395473242,0.575808274094015
2.752,-1.4019,?,?,?,4.211e-05,2.1827,68.4,?,?,9.18,243,1.024,0.0397789,0.0992083,0.214171,0.408662,0.815385,'yes','yes',0.914141150191426,0.972923854133114,0.351386335212737,0.0256717095617205,0.863771412754431,0.537566631333902,0.0473359618335962,0.80236712587066,0.660207779845223,0.417321994202211,0.530751294456422,0.84912794129923,0.846644252538681,0.558803121093661,0.989862551679835,0.065719299018383,0.852346646832302,0.80967200663872,0.974825400393456,0.856289526447654
1.092,-1.2759,?,?,?,?,1.1707,45.2,?,?,9.06,195,1.024,0.0456277,0.132201,0.308254,0.570717,0.895218,'yes','no',0.593577650142834,0.175223687896505,0.0426919951569289,0.206123898504302,0.758509021019563,0.633800879353657,0.118363625369966,0.0595120587386191,0.505161507520825,0.850676888599992,0.54770814999938,0.483948215609416,0.891626176889986,0.280284635722637,0.876332864165306,0.0432798373512924,0.181420671520755,0.0494316085241735,0.380237371427938,0.329794912133366
0.54,-1.7949,?,?,?,7.6e-05,2.0837,44.7,?,?,7.13,243,4.096,0.0701303,0.174465,0.361141,0.612944,0.911346,'yes','yes',0.293820607243106,0.884052470326424,0.00752883171662688,0.375028176466003,0.898272963007912,0.423249706160277,0.00217863311991096,0.885135125136003,0.30849590850994,0.393404922215268,0.81424450990744,0.328970027621835,0.208865706110373,0.241789312800393,0.458719079848379,0.399864449398592,0.685324843740091,0.619132961379364,0.464457037393004,0.587002660380676
2.9,-1.4392,?,?,?,7.904e-05,1.9904,39.3,?,?,10,?,1.024,0.0147738,0.0502642,0.142319,0.346327,0.791142,'yes','no',0.220204529352486,0.81201952509582,0.266253785230219,0.692370736971498,0.99476880673319,0.640476034022868,0.578686433145776,0.928547410760075,0.198068125871941,0.00361159141175449,0.111394796986133,0.531280574854463,0.365953755332157,0.61224610474892,0.69831348885782,0.644370070658624,0.964928396744654,0.245477632153779,0.831357289338484,0.0259355949237943
5.3,-0.4337,?,?,?,2.294e-05,1.9183,6.8,?,?,?,?,?,0.0887727,0.213529,0.422886,0.674161,0.927248,?,'no',0.623734269058332,0.448096840176731,0.0436840250622481,0.78957265522331,0.401486395625398,0.773003532551229,0.0206621394027025,0.971966105047613,0.0846844220068306,0.644956018542871,0.46384813496843,0.507713665952906,0.357571517350152,0.456362512195483,0.47613379987888,0.790428122272715,0.158745646709576,0.0555790099315345,0.533189691137522,0.394438861636445
0.937,-1.089,?,?,?,3.155e-05,1.8741,725.4,?,?,22.5,1909,1.024,0.00401552,0.0169694,0.0599726,0.194432,0.668461,'yes','yes',0.864282009890303,0.623733528889716,0.0791357173584402,0.355646750656888,0.0359437607694417,0.989211736712605,0.147620042320341,0.522975996602327,0.168548760702834,0.920086058788002,0.91934711812064,0.93653904623352,0.369019854348153,0.831598290242255,0.947271815966815,0.605604905867949,0.288859304971993,0.871089325286448,0.558072814019397,0.954559989273548
1.95,-1.0297,?,?,?,?,1.629,60.5,?,?,15.1,459,1.024,0.0308309,0.097116,0.247643,0.504738,0.866999,'yes','yes',0.303178439149633,0.0123475594446063,0.777840048540384,0.504102977924049,0.251164454501122,0.410944070899859,0.138541742693633,0.490572115173563,0.727384601952508,0.680126255610958,0.479539686348289,0.778214869089425,0.320764899486676,0.726721727754921,0.505122702103108,0.00630197580903769,0.060831057606265,0.305287767201662,0.667938446626067,0.0238122607115656
1.51,-1.4146,?,?,?,2.715e-05,1.9148,45.7,?,?,12.69,332,1.024,0.0426685,0.125541,0.296911,0.556522,0.88668,'yes','yes',0.47330983588472,0.248196248430759,0.968300441047177,0.731014900607988,0.353461116086692,0.423663409193978,0.774519644211978,0.0234716981649399,0.345341047737747,0.857401474146172,0.553157377289608,0.0972245980519801,0.688483420293778,0.836601186776534,0.709940613480285,0.111430673627183,0.699287453666329,0.940091259544715,0.822357299271971,0.984628273406997
0.542,-1.5913,?,?,?,0.0005874,2.3679,295.2,?,?,18.67,813,1.024,0.020167,0.048831,0.101965,0.187781,0.398399,'yes','yes',0.0679759178310633,0.0703242835588753,0.0427809753455222,0.753085674485192,0.110821020789444,0.218829024583101,0.701155855786055,0.563079631654546,0.226230346597731,0.67970172711648,0.70772193511948,0.375384588027373,0.705530542647466,0.55659578437917,0.823649904923514,0.711831836029887,0.460283661726862,0.414263534359634,0.992526977090165,0.6427508124616
0.544,-1.0778,?,?,?,4.8e-05,1.958,131.7,?,?,23.3,3348,1.024,0.00261201,0.009013,0.0262178,0.069166,0.249527,'yes','yes',0.86465752357617,0.804963494185358,0.445950822206214,0.0340210602153093,0.377809006953612,0.0170295026618987,0.568894336232916,0.94078028947115,0.941027360968292,0.230600494425744,0.98714500060305,0.900834776926786,0.396193207241595,0.552868565078825,0.0982719843741506,0.31419268110767,0.0065929964184761,0.700263391947374,0.748858456965536,0.777395655866712
0.92,-1.329,?,?,?,?,1.8902,35.8,?,?,12.12,225,0.128,0.0229165,0.0759837,0.201673,0.431911,0.817469,'yes','yes',0.620781120145693,0.833918157964945,0.97775458660908,0.0840978201013058,0.307553737191483,0.521676933160052,0.598207960603759,0.397764691384509,0.538930682232603,0.487007609568536,0.254872994730249,0.0945499937515706,0.407130381790921,0.109678382985294,0.71203675493598,0.0403311883565038,0.0280445290263742,0.113879472250119,0.915204128948972,0.391547407023609
