@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780','106709','111063','111529','111622','113120','114753','117504','130088','131560','147478','148225','148646','148833','150314','151207','151905','152113','153514','154112','156467','163136','163170','163438','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','282066','284856','285654','286809','287364','292934','293707','293795','294835','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309010','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','346386','349510','350184','350311','352190','352648','353540','355083','357512','358422','359530','359711','359951','370791','370846','373172','373458','373674','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@data
3.8479,-1.4333,?,129.472,3.342e-06,3.569e-05,1.9514,16,?,169.1,11.49,2138,64,0.218448,'no','yes','332931',0.744705663295463,0.0692675493191928,0.866232188884169,0.384205420967191,0.236777442507446,0.278793142409995,0.427788233151659,0.90163130662404,0.608417730778456,0.513602511957288,0.92061087070033,0.824736951151863,0.0667292824946344,0.481394091621041,0.629145160317421,0.695190419210121
2.31,?,-2.0015,31.0335,1.9941e-07,?,2.2968,8.6,?,3.55,8.48,2083,64,0.101626,'no','yes','278693',0.800546822603792,0.554856195114553,0.893837510142475,0.921953439246863,0.111883422359824,0.963712647091597,0.251797932432964,0.342686543473974,0.949632600648329,0.236716070212424,0.911752842599526,0.469487665919587,0.495582287432626,0.56292284023948,0.907926385756582,0.415223698364571
3.91,-1.4744,?,96.4822,1.4223e-05,0.0003059,2.1023,42.8,0.072,369.94,8.42,204,1.024,0.175267,'yes','no','180977',0.369108675979078,0.342192471958697,0.136619311757386,0.95590726705268,0.168700197013095,0.770261817146093,0.72515076608397,0.0932609508745372,0.488705551018938,0.324890583986416,0.777640401851386,0.402279183035716,0.593109448440373,0.421686665154994,0.639408849645406,0.364900883520022
3.44,-0.6588,?,144.268,?,?,2.1926,15.8,?,32.39,8.14,361,4.096,0.0719493,'yes','no','238174',0.131897738436237,0.577033917186782,0.218305519083515,0.614349849522114,0.787907033460215,0.936024582479149,0.607848023995757,0.0278995665721595,0.0710684710647911,0.547286734450608,0.107167100766674,0.530411059968174,0.115817528450862,0.663041082210839,0.202878817217425,0.321920384885743
0.0331,-0.8437,?,?,7.8535e-07,?,3.83,6.3,0.39,128,7.84,2111,80,0.271464,'no','yes','191157',0.770985373528674,0.689846348948777,0.613043275196105,0.800492354203016,0.249738555168733,0.792341859312728,0.634983527474105,0.63364201807417,0.605907659744844,0.257093790685758,0.624119775369763,0.0817386738490313,0.224054155871272,0.931783590931445,0.468135855393484,0.936378911603242
0.696,-0.6803,?,?,1.2854e-06,?,1.6982,13.7,-0.079,113.16,10.01,1837,88,0.216866,'no','yes','359951',0.813408385729417,0.238369179656729,0.42011629906483,0.472852046834305,0.812770647462457,0.281116277910769,0.683281652862206,0.770857721799985,0.920757573796436,0.783865998731926,0.575755094876513,0.138078658841550,0.514079969609156,0.640595475910231,0.765924701001495,0.445446894038469
2.512,-0.5208,?,?,7.8846e-06,9.472e-05,1.9029,24.4,?,19.38,9.79,241,4.096,0.0896585,'yes','yes','335105',0.846920097013935,0.597941113170236,0.936949795344844,0.625535246450454,0.381608547642827,0.90411074925214,0.324392039095983,0.0233882821630687,0.303425904130563,0.399179339874536,0.566593296127394,0.0754554783925414,0.67360553285107,0.851685205474496,0.604395634261891,0.650762659264728
0.83,?,-2.9137,21.7193,3.6054e-07,3.287e-05,2.1616,9.4,?,37.95,8.76,2020,64,0.0592313,'no','yes','151905',0.581058370880783,0.651566492626444,0.633030216908082,0.816836463753134,0.326672660186887,0.381661437917501,0.0635226960293949,0.987163922283798,0.47767518623732,0.714375810464844,0.360142890363932,0.331041589844972,0.60881076916121,0.866847221041098,0.281048838049173,0.939682578202337
1.165,-0.4458,?,?,5.6717e-07,?,2.2145,10.3,?,52.48,7.29,187,1.408,0.163681,'yes','no','259714',0.146811053389683,0.420709512196481,0.9806604788173,0.0552909625694156,0.596307792235166,0.975795153761283,0.701003060908988,0.174043424427509,0.53771969396621,0.954795781290159,0.364410429028794,0.639742084313184,0.788569079944864,0.560788629576564,0.501853645080701,0.746414720546454
8.1,-0.7002,?,50.5504,6.6649e-07,?,1.9477,31.3,?,12.36,8.16,203,1.024,0.136544,'yes','no','350184',0.836745111038908,0.111332737142220,0.0639960882253945,0.333319637458771,0.175039905589074,0.485263143666089,0.571826559258625,0.312340929405764,0.330007641110569,0.936884404858574,0.919449269305915,0.685906785540283,0.793199174338952,0.636262119980529,0.801502572605386,0.996462571900338
1.608,-1.387,?,172.256,8.704e-06,0.0001712,2.1247,52.4,0.195,57.97,8.16,163,1.024,0.126235,'yes','yes','349510',0.097085019107908,0.484220647253096,0.553028055466712,0.0194513914175332,0.494466775562614,0.261850489769131,0.279209218919277,0.479238008148968,0.610421008896083,0.174942478071898,0.360713947564363,0.284353139810264,0.457117312587798,0.82849464355968,0.0737020447850227,0.165784591110423
2.04,?,?,?,3.4241e-07,?,1.9044,10.4,?,11.31,9.07,384,4.096,0.141616,'yes','yes','282003',0.584587085293606,0.782202146714553,0.117136305663735,0.668701565591618,0.086672268807888,0.128844801103696,0.627580380067229,0.853562528034672,0.205061605433002,0.0327353447210044,0.274221691768616,0.812203174456954,0.203915085410699,0.362852110993117,0.891427024034783,0.155757990200073
2.752,-1.4019,?,?,2.8419e-06,4.211e-05,2.1827,68.4,?,39.96,9.18,243,1.024,0.0992083,'yes','yes','374210',0.787288580089808,0.726422595791519,0.238063470926136,0.113810397218913,0.20910206111148,0.206152430968359,0.822006468195468,0.963010449660942,0.466290700715035,0.612731455592439,0.868931548902765,0.406813998473808,0.608700906392187,0.387781949248165,0.943423201795667,0.524879673495889
1.092,-1.2759,?,177.028,1.3074e-05,?,1.1707,45.2,-0.032,114.73,9.06,195,1.024,0.132201,'yes','no','373674',0.59835093212314,0.705366899492219,0.0893625316675752,0.581267996923998,0.422094908542931,0.114890105556697,0.394819205626845,0.404293269151822,0.480334904044867,0.982141012093052,0.00695755425840616,0.497335311258212,0.92929339921102,0.985105470987037,0.783852904802188,0.194281287491322
0.54,-1.7949,?,57.9955,4.3217e-06,7.6e-05,2.0837,44.7,0.076,119.51,7.13,243,4.096,0.174465,'yes','yes','221755',0.152444899315014,0.127455970505252,0.0568801960907876,0.438707212219015,0.454221262829378,0.330023653805256,0.379924797220156,0.228100893553346,0.188628814648837,0.485786251258105,0.9550441254396,0.00327872787602246,0.747374032158405,0.688216534210369,0.400658700847998,0.362012384925038
1.71,-1.2432,?,?,5.175e-06,7.828e-05,2.1489,55.8,0.079,39,17.7,520,1.024,0.103873,'yes','yes','373458',0.0279399647843093,0.121882330626249,0.115500696469098,0.510596633888781,0.0676652989350259,0.678170600207523,0.0620337538421154,0.65948475105688,0.480420462787151,0.912536927964538,0.101684868335724,0.915497238514945,0.591718138195574,0.816261733649299,0.192561972420663,0.199425644474104
2.9,-1.4392,?,112.311,1.6522e-05,7.904e-05,1.9904,39.3,?,34.41,10,?,1.024,0.0502642,'yes','no','113120',0.375359029276296,0.945134840207174,0.721955795073882,0.089065456064418,0.52205997845158,0.383908913237974,0.0657135033980012,0.160728837596253,0.327440209919587,0.164693044498563,0.656106420792639,0.489054526202381,0.304957134649158,0.798847400583327,0.734510608715937,0.14067716547288
5.3,-0.4337,?,?,8.0819e-07,2.294e-05,1.9183,6.8,?,27.54,?,?,?,0.213529,?,'no','150314',0.771980667021126,0.714530466357246,0.226074383128434,0.0680885659530759,0.421153076458722,0.325761127984151,0.678201475879177,0.942770288325846,0.674328339053318,0.412403677823022,0.808773181401193,0.921925975941122,0.977734807878733,0.637252853484824,0.527802779572085,0.89055962790735
0.937,-1.089,?,1381.91,0.00041119,3.155e-05,1.8741,725.4,?,147.32,22.5,1909,1.024,0.0169694,'yes','yes','306757',0.709809152875096,0.217986138304695,0.420724075753242,0.451629803748801,0.710933583788574,0.352666105376557,0.247713113902137,0.0325203475076705,0.285584753146395,0.575059488648549,0.411060845479369,0.549893449293450,0.95163851720281,0.232378719141707,0.674316506832838,0.839710725238547
1.95,-1.0297,?,?,5.3762e-06,?,1.629,60.5,?,32.88,15.1,459,1.024,0.097116,'yes','yes','306778',0.649562426609918,0.444929136894643,0.257602690020576,0.850433511892334,0.190159542718902,0.452198624843732,0.302839293610305,0.106125081190839,0.792372172465548,0.268138634739444,0.975513738347217,0.387610464822501,0.344137981301174,0.951696491334587,0.281053988263011,0.492232841439545
1.51,-1.4146,?,131.73,4.5309e-06,2.715e-05,1.9148,45.7,?,30.24,12.69,332,1.024,0.125541,'yes','yes','208169',0.446966567076743,0.0239778752438724,0.124341479968280,0.573927764547989,0.49477481842041,0.150096631608903,0.710049154004082,0.0811701803468168,0.972042388049886,0.166283716447651,0.219349360326305,0.945321454899386,0.53666375996545,0.183362918440253,0.873562089633197,0.829144418239594
0.542,-1.5913,?,68.1855,2.3823e-05,0.0005874,2.3679,295.2,0.592,66.33,18.67,813,1.024,0.048831,'yes','yes','425151',0.75831855321303,0.423113527707756,0.762951297219843,0.0700711030513048,0.513296544551849,0.0594483776949346,0.383683574618772,0.204295164905488,0.880959313130006,0.844329732237384,0.349417700432241,0.498620759462938,0.33942062407732,0.613978899549693,0.939937202492729,0.805200051050633
0.544,-1.0778,?,126.079,2.8371e-05,4.8e-05,1.958,131.7,0.195,50.28,23.3,3348,1.024,0.009013,'yes','yes','350311',0.236461850116029,0.430531395599246,0.311322496505454,0.158981644781306,0.835143546573818,0.990339750656858,0.465646834345534,0.651571046328172,0.0379288324620575,0.829165343893692,0.315649658441544,0.761400561779737,0.388438150752336,0.501561105716974,0.819218125892803,0.703456421848387
0.92,-1.329,?,71.7872,1.427e-06,?,1.8902,35.8,?,64.18,12.12,225,0.128,0.0759837,'yes','yes','284856',0.493255793116987,0.590128337731585,0.61051201284863,0.0592204888816923,0.316931299632415,0.672650894615799,0.527853372972459,0.875912686111405,0.0372095068451017,0.240754400147125,0.0346138752065599,0.302457981742918,0.342919380636886,0.624183466425166,0.432333993492648,0.0620976109057665
